ind_t,date,adr,p,n_killed,n_injured,city,state,LON,LAT,log_n_killed,log_n_injured,indegree,outdegree
948,2018-10-28,2 Whites Quarters El Dorado Arkansas,1.0986122886681096,2,2,El Dorado,Arkansas,-92.6499974,33.202455,1.0986122886681098,1.0986122886681098,1,6
949,2018-10-29,3252 Mission Inn Ave Riverside California,0.6238324625039507,0,7,Riverside,California,-117.3691,33.98023,0.0,2.079441541679836,5,4
950,2018-10-30,65th Place and Vermont Avenue Los Angeles California,0.5375278407684164,0,5,Los Angeles,California,-118.2918762,33.9798513,0.0,1.791759469228055,5,1
950,2018-10-30,Woodrow Ave and Reis Ave Vallejo California,1.184916910403644,2,3,Vallejo,California,-122.2320412,38.093305,1.0986122886681098,1.3862943611198906,1,5
951,2018-10-31,19000 block of Langholm St Detroit Michigan,0.9010913347279288,1,3,Detroit,Michigan,-83.0111876,42.434272299999996,0.6931471805599453,1.3862943611198906,3,3
952,2018-11-01,906 E Locust St Springfield Missouri,1.2999897393843562,3,2,Springfield,Missouri,-93.2803495,37.227174700000006,1.3862943611198906,1.0986122886681098,1,4
952,2018-11-01,3400 block of Girard Ave N Minneapolis Minnesota,0.5375278407684164,0,5,Minneapolis,Minnesota,-93.29657540000001,45.01691400000001,0.0,1.791759469228055,6,1
953,2018-11-02,1950 Thomasville Rd Tallahassee Florida,1.4532374265141534,3,4,Tallahassee,Florida,-84.26894770000001,30.4672124,1.3862943611198906,1.6094379124341005,1,5
953,2018-11-02,5800 block of Brayton Ave Long Beach (North Long Beach) California,0.4828313737302301,0,4,Long Beach (North Long Beach),California,-118.17605559999998,33.8603282,0.0,1.6094379124341005,9,0
954,2018-11-03,136 Franklin St Watertown New York,0.5375278407684164,0,5,Watertown,New York,-75.9093278,43.9737217,0.0,1.791759469228055,6,0
955,2018-11-07,99 Rolling Oaks Dr Thousand Oaks California,2.1769238173311134,13,2,Thousand Oaks,California,-118.87484930000001,34.1766157,2.6390573296152584,1.0986122886681098,0,6
956,2018-11-11,598 N Broad St Globe Arizona,1.178350206951907,3,1,Globe,Arizona,-110.7896004,33.3999315,1.3862943611198906,0.6931471805599453,4,3
957,2018-11-12,4640 Woods Crossroads Rd Dunn North Carolina,1.178350206951907,3,1,Dunn,North Carolina,-78.5241829,35.30807100000001,1.3862943611198906,0.6931471805599453,3,4
958,2018-11-13,CR 1 and Defiance Draw Rd Gallup New Mexico,1.3345506928718538,4,1,Gallup,New Mexico,-108.89720109999999,35.4896623,1.6094379124341005,0.6931471805599453,2,7
959,2018-11-14,4896 Gus Young Ave Baton Rouge Louisiana,1.178350206951907,3,1,Baton Rouge,Louisiana,-91.1414867,30.461891499999997,1.3862943611198906,0.6931471805599453,3,4
960,2018-11-16,4405 W 14th St Little Rock Arkansas,1.178350206951907,3,1,Little Rock,Arkansas,-92.32306740000001,34.7386163,1.3862943611198906,0.6931471805599453,2,7
961,2018-11-18,95th St and Defiance Ave Los Angeles (Watts) California,0.9680344001221916,1,4,Los Angeles (Watts),California,-118.2453023,33.950688,0.6931471805599453,1.6094379124341005,6,4
962,2018-11-19,5100 block of Malcolm St Philadelphia Pennsylvania,1.1266065387038702,4,0,Philadelphia,Pennsylvania,-75.2253042,39.9476905,1.6094379124341005,0.0,5,6
962,2018-11-19,1200 21st Street Denver Colorado,0.9680344001221916,1,4,Denver,Colorado,-104.99056909999999,39.75322360000001,0.6931471805599453,1.6094379124341005,5,5
963,2018-11-21,4200 block of Shreve Ave Saint Louis Missouri,0.4828313737302301,0,4,Saint Louis,Missouri,-90.24159940000001,38.679129700000004,0.0,1.6094379124341005,7,0
964,2018-11-22,6100 block of Downingtown Dr Fort Wayne Indiana,1.2999897393843562,3,2,Fort Wayne,Indiana,-85.1276714,41.02902879999999,1.3862943611198906,1.0986122886681098,1,8
965,2018-11-23,5801 NW 27th Ave Miami Florida,1.3065564428360932,2,5,Miami,Florida,-80.2406266,25.82784310000001,1.0986122886681098,1.791759469228055,0,9
966,2018-11-25,4500 block of Yale St Houston Texas,0.9010913347279288,1,3,Houston,Texas,-95.4011405,29.830600699999998,0.6931471805599453,1.3862943611198906,6,6
966,2018-11-25,1000 block of 24th St Oakland California,0.4828313737302301,0,4,Oakland,California,-122.2802669,37.816491600000006,0.0,1.6094379124341005,6,0
966,2018-11-25,Floyd St and Field St Demopolis Alabama,1.0986122886681096,2,2,Demopolis,Alabama,-87.8236929,32.5063831,1.0986122886681098,1.0986122886681098,4,7
967,2018-11-26,Tammy Dr Powell Tennessee,0.4828313737302301,0,4,Powell,Tennessee,-84.0061795,36.05233270000001,0.0,1.6094379124341005,7,0
968,2018-12-01,NW Fifth Ave and NW Eighth St Miami Florida,0.5375278407684164,0,5,Miami,Florida,-80.20302099999998,25.7815988,0.0,1.791759469228055,6,2
969,2018-12-08,89-25 130th St Corona (Queens) New York,0.5375278407684164,0,5,Corona (Queens),New York,-73.82063199999997,40.6991544,0.0,1.791759469228055,4,2
969,2018-12-08,801 S Inglewood Ave Inglewood California,0.5375278407684164,0,5,Inglewood,California,-118.3617976,33.95342360000001,0.0,1.791759469228055,4,2
970,2018-12-09,3554 E Washington Ave Madison Wisconsin,0.4828313737302301,0,4,Madison,Wisconsin,-89.32712409999998,43.11578400000001,0.0,1.6094379124341005,7,0
971,2018-12-11,Caspari St and University Pkwy Natchitoches Louisiana,0.9010913347279288,1,3,Natchitoches,Louisiana,-93.0948663,31.752964600000002,0.6931471805599453,1.3862943611198906,2,4
972,2018-12-13,4505 N Broad St Philadelphia Pennsylvania,0.4828313737302301,0,4,Philadelphia,Pennsylvania,-75.1481877,40.0216253,0.0,1.6094379124341005,6,0
973,2018-12-14,700 block of Geiger Ct Colorado Springs Colorado,0.9010913347279288,1,3,Colorado Springs,Colorado,-104.7342284,38.84313,0.6931471805599453,1.3862943611198906,0,3
974,2018-12-15,239 NW 16th St Miami Florida,0.5375278407684164,0,5,Miami,Florida,-80.19951479999997,25.790596700000002,0.0,1.791759469228055,2,1
975,2018-12-18,3942 Park Heights Ave Baltimore Maryland,0.5375278407684164,0,5,Baltimore,Maryland,-76.6627714,39.3342369,0.0,1.791759469228055,2,1
976,2018-12-22,3528 S Maryland Pkwy Las Vegas Nevada,0.4828313737302301,0,4,Las Vegas,Nevada,-115.13518390000002,36.124188200000006,0.0,1.6094379124341005,4,0
977,2018-12-23,1042 W College St Springfield Missouri,1.0689760711085556,1,6,Springfield,Missouri,-93.3050007,37.2080649,0.6931471805599453,1.9459101490553128,0,4
978,2018-12-24,2176 Main St Lutcher Louisiana,1.0986122886681096,2,2,Lutcher,Louisiana,-90.701865,30.039314,1.0986122886681098,1.0986122886681098,0,5
979,2018-12-28,150 Whetstone Dr Saint Charles Missouri,1.3345506928718538,4,1,Saint Charles,Missouri,-90.563567,38.7811667,1.6094379124341005,0.6931471805599453,0,7
980,2018-12-29,904 S Main St Lima Ohio,0.9010913347279288,1,3,Lima,Ohio,-84.105203,40.7261678,0.6931471805599453,1.3862943611198906,3,3
981,2018-12-31,4462 Denison Ave Cleveland Ohio,1.2999897393843562,3,2,Cleveland,Ohio,-81.71691690000002,41.4535107,1.3862943611198906,1.0986122886681098,1,6
982,2019-01-01,2020 W Pensacola St Tallahassee Florida,0.5375278407684164,0,5,Tallahassee,Florida,-84.31853869999998,30.442108899999997,0.0,1.791759469228055,5,1
982,2019-01-01,1709 Decker Blvd Columbia South Carolina,0.5375278407684164,0,5,Columbia,South Carolina,-80.941347,34.0437454,0.0,1.791759469228055,5,1
983,2019-01-02,3516 Galaxy St Jonesboro Arkansas,0.9010913347279288,1,3,Jonesboro,Arkansas,-90.6585807,35.8222345,0.6931471805599453,1.3862943611198906,4,1
984,2019-01-03,3800 block of E County 18½ St Yuma Arizona,0.9010913347279288,1,3,Yuma,Arizona,-114.5665888,32.56769,0.6931471805599453,1.3862943611198906,3,1
985,2019-01-04,22501 Hawthorne Blvd Torrance California,1.4532374265141534,3,4,Torrance,California,-118.3523128,33.8239827,1.3862943611198906,1.6094379124341005,0,11
985,2019-01-04,3197 Shula Dr Hurt Virginia,1.2999897393843562,3,2,Hurt,Virginia,-79.33295199999998,37.055988899999996,1.3862943611198906,1.0986122886681098,1,9
986,2019-01-06,1300 block of W College Blvd Roswell New Mexico,0.4828313737302301,0,4,Roswell,New Mexico,-104.53966240000001,33.4085055,0.0,1.6094379124341005,8,0
987,2019-01-13,2445 E Van Buren St Phoenix Arizona,1.0227308671603779,1,5,Phoenix,Arizona,-112.0280608,33.4510169,0.6931471805599453,1.791759469228055,3,5
988,2019-01-15,5420 Baseline Rd Little Rock Arkansas,0.9680344001221916,1,4,Little Rock,Arkansas,-92.3386118,34.6693174,0.6931471805599453,1.6094379124341005,3,3
989,2019-01-16,Ranch Center Dr and 40th St W Palmdale California,1.178350206951907,3,1,Palmdale,California,-118.2022388,34.5833789,1.3862943611198906,0.6931471805599453,2,7
989,2019-01-16,Emerson St and Spring Park Rd Jacksonville Florida,1.0227308671603779,1,5,Jacksonville,Florida,-81.62579659999999,30.2911022,0.6931471805599453,1.791759469228055,2,7
990,2019-01-17,940 Audubon Ave Owensboro Kentucky,1.178350206951907,3,1,Owensboro,Kentucky,-87.12742279999998,37.765196,1.3862943611198906,0.6931471805599453,2,8
991,2019-01-19,7041 Sherman St Houston Texas,1.2999897393843562,3,2,Houston,Texas,-95.299408,29.7372539,1.3862943611198906,1.0986122886681098,1,7
991,2019-01-19,11445 Brian Lakes Drive Jacksonville Florida,1.2999897393843562,3,2,Jacksonville,Florida,-81.8562012,30.269384600000002,1.3862943611198906,1.0986122886681098,1,7
991,2019-01-19,4400 block of W Madison St Chicago Illinois,0.4828313737302301,0,4,Chicago,Illinois,-87.73576399999996,41.881017,0.0,1.6094379124341005,7,0
991,2019-01-19,1435 Wilcox Ave Gaffney South Carolina,0.9680344001221916,1,4,Gaffney,South Carolina,-81.60407020000002,35.11063490000001,0.6931471805599453,1.6094379124341005,6,5
991,2019-01-19,1140 Church St Lebanon Pennsylvania,0.4828313737302301,0,4,Lebanon,Pennsylvania,-76.43155290000001,40.343537,0.0,1.6094379124341005,7,0
992,2019-01-20,26133 SW 139th Ave Miami Florida,0.4828313737302301,0,4,Miami,Florida,-80.4201753,25.7415677,0.0,1.6094379124341005,8,0
993,2019-01-23,1901 US 27 S Sebring Florida,1.2542316284596384,5,0,Sebring,Florida,-81.45840390000002,27.4705304,1.791759469228055,0.0,2,6
994,2019-01-24,319 Williamson St Rockmart Georgia,1.3345506928718538,4,1,Rockmart,Georgia,-85.059614,33.9981833,1.6094379124341005,0.6931471805599453,0,11
994,2019-01-24,1450 S Atherton St State College Pennsylvania,1.3345506928718538,4,1,State College,Pennsylvania,-77.83994430000001,40.7843394,1.6094379124341005,0.6931471805599453,0,11
995,2019-01-26,612 Bergen St Newark New Jersey,0.9010913347279288,1,3,Newark,New Jersey,-74.19922690000001,40.723135,0.6931471805599453,1.3862943611198906,9,4
995,2019-01-26,2957 N Sherman Dr Indianapolis Indiana,0.5375278407684164,0,5,Indianapolis,Indiana,-86.10234709999996,39.810224700000006,0.0,1.791759469228055,9,2
995,2019-01-26,42350 Church Point Rd Gonzales Louisiana,1.2542316284596384,5,0,Gonzales,Louisiana,-90.8928986,30.2405151,1.791759469228055,0.0,4,6
995,2019-01-26,300 block of W Roosevelt Albany Georgia,0.4828313737302301,0,4,Albany,Georgia,-84.15484529999998,31.5814776,0.0,1.6094379124341005,9,0
996,2019-01-27,Avenue O and Warrior Rd Birmingham Alabama,0.5375278407684164,0,5,Birmingham,Alabama,-86.89173120000002,33.4932873,0.0,1.791759469228055,9,2
997,2019-01-28,7815 Harding St Houston Texas,1.3065564428360932,2,5,Houston,Texas,-95.2818112,29.7093964,1.0986122886681098,1.791759469228055,2,7
998,2019-02-01,6800 block of Springfield St San Diego California,0.4828313737302301,0,4,San Diego,California,-117.0521679,32.7285985,0.0,1.6094379124341005,8,0
999,2019-02-03,E Sunny Dunes Rd and El Placer Rd Palm Springs California,1.1266065387038702,4,0,Palm Springs,California,-116.5062457,33.8122657,1.6094379124341005,0.0,5,5
999,2019-02-03,938 E 75th St Chicago Illinois,1.3065564428360932,2,5,Chicago,Illinois,-87.60131830000002,41.7588199,1.0986122886681098,1.791759469228055,2,6
1000,2019-02-04,4000 block of Topeka St Baton Rouge Louisiana,0.4828313737302301,0,4,Baton Rouge,Louisiana,-91.161113,30.485635499999997,0.0,1.6094379124341005,9,0
1000,2019-02-04,2341 Pennsylvania Ave SE Washington District of Columbia,0.5375278407684164,0,5,Washington,District of Columbia,-76.9717545,38.873644399999996,0.0,1.791759469228055,7,1
1001,2019-02-05,538 Hot Wells Blvd San Antonio Texas,1.0986122886681096,2,2,San Antonio,Texas,-98.4589819,29.367952000000002,1.0986122886681098,1.0986122886681098,4,4
1002,2019-02-06,1778 Fulton St Brooklyn New York,0.9010913347279288,1,3,Brooklyn,New York,-73.9283693,40.67908,0.6931471805599453,1.3862943611198906,4,3
1003,2019-02-09,109 Perry St Petersburg Virginia,0.4828313737302301,0,4,Petersburg,Virginia,-77.4082937,37.2247565,0.0,1.6094379124341005,6,0
1004,2019-02-11,3628 FM 3126 Livingston Texas,1.2542316284596384,5,0,Livingston,Texas,-95.0563353,30.7249679,1.791759469228055,0.0,1,8
1005,2019-02-15,641 Archer Ave Aurora Illinois,1.9459101490553132,6,6,Aurora,Illinois,-88.33273679999998,41.7563683,1.9459101490553128,1.9459101490553128,0,10
1006,2019-02-16,1214 Foxhill Dr Clinton Mississippi,1.2542316284596384,5,0,Clinton,Mississippi,-90.31942590000001,32.3524829,1.791759469228055,0.0,1,10
1007,2019-02-17,Tulane Ave and Elk Pl New Orleans Louisiana,1.0227308671603779,1,5,New Orleans,Louisiana,-90.0746022,29.954570299999997,0.6931471805599453,1.791759469228055,4,6
1007,2019-02-17,664 E Illinois St Evansville Indiana,0.5375278407684164,0,5,Evansville,Indiana,-87.554693,37.979329,0.0,1.791759469228055,5,2
1007,2019-02-17,504 S Van Buren St Henderson Texas,1.0986122886681096,2,2,Henderson,Texas,-94.8018101,32.149473699999994,1.0986122886681098,1.0986122886681098,3,6
1008,2019-02-20,529 N College St Covington Tennessee,0.4828313737302301,0,4,Covington,Tennessee,-89.64842220000001,35.57106779999999,0.0,1.6094379124341005,7,0
1009,2019-02-21,12800 block of Eastbrook Dr Houston Texas,1.0986122886681096,2,2,Houston,Texas,-95.211621,29.791989500000003,1.0986122886681098,1.0986122886681098,3,7
1009,2019-02-21,600 N Miles St Elizabethtown Kentucky,1.0986122886681096,2,2,Elizabethtown,Kentucky,-85.8575134,37.702787,1.0986122886681098,1.0986122886681098,3,7
1009,2019-02-21,500 block of Bloom St Baltimore Maryland,0.9680344001221916,1,4,Baltimore,Maryland,-76.63650990000002,39.3083747,0.6931471805599453,1.6094379124341005,5,5
1010,2019-02-22,1100 block of Carnation Dr Birmingham Alabama,1.0986122886681096,2,2,Birmingham,Alabama,-86.6971622,33.610606,1.0986122886681098,1.0986122886681098,3,8
1011,2019-02-28,9755 Edes Ave Oakland California,0.9010913347279288,1,3,Oakland,California,-122.1841065,37.7364154,0.6931471805599453,1.3862943611198906,8,4
1012,2019-03-02,723 East 25th Ave Pine Bluff Arkansas,0.9680344001221916,1,4,Pine Bluff,Arkansas,-91.9939452,34.20485499999999,0.6931471805599453,1.6094379124341005,6,6
1013,2019-03-03,2900 block of E 79th St Chicago Illinois,0.583773044716594,0,6,Chicago,Illinois,-87.55382270000001,41.75204180000001,0.0,1.9459101490553128,8,4
1013,2019-03-03,316 14th St Oakland California,0.4828313737302301,0,4,Oakland,California,-122.2678922,37.80331629999999,0.0,1.6094379124341005,9,0
1014,2019-03-10,15th St and Market St Denver Colorado,0.9680344001221916,1,4,Denver,Colorado,-104.9994939,39.7489461,0.6931471805599453,1.6094379124341005,3,6
1014,2019-03-10,2700 block of San Jacinto Ave Shreveport Louisiana,0.4828313737302301,0,4,Shreveport,Louisiana,-93.7931052,32.4867168,0.0,1.6094379124341005,7,0
1015,2019-03-11,291 12th Ave Paterson New Jersey,0.4828313737302301,0,4,Paterson,New Jersey,-74.15204890000003,40.9205806,0.0,1.6094379124341005,8,0
1016,2019-03-14,5145 Airway Blvd Missoula Montana,0.9010913347279288,1,3,Missoula,Montana,-114.07206950000001,46.9214175,0.6931471805599453,1.3862943611198906,3,4
1017,2019-03-15,515 Dauphin Island Pkwy Mobile Alabama,1.2518599757979068,2,4,Mobile,Alabama,-88.08677490000002,30.672043300000002,1.0986122886681098,1.6094379124341005,0,8
1018,2019-03-16,619 Ferry Ave Camden New Jersey,0.9010913347279288,1,3,Camden,New Jersey,-75.11725290000003,39.9216792,0.6931471805599453,1.3862943611198906,3,6
1019,2019-03-17,600 E Fremont St Las Vegas Nevada,0.4828313737302301,0,4,Las Vegas,Nevada,-115.1389825,36.169076200000006,0.0,1.6094379124341005,5,0
1019,2019-03-17,Dennis St Rochelle Georgia,0.9010913347279288,1,3,Rochelle,Georgia,-83.46831490000002,31.9527985,0.6931471805599453,1.3862943611198906,2,6
1019,2019-03-17,900 block of Broad St Augusta Georgia,0.4828313737302301,0,4,Augusta,Georgia,-81.96753840000002,33.4758643,0.0,1.6094379124341005,5,0
1020,2019-03-19,8526 N 27th Ave Phoenix Arizona,1.2518599757979068,2,4,Phoenix,Arizona,-112.1171963,33.561375,1.0986122886681098,1.6094379124341005,0,10
1021,2019-03-24,2202 W McDowell Rd Phoenix Arizona,0.6238324625039507,0,7,Phoenix,Arizona,-112.1066706,33.466165000000004,0.0,2.079441541679836,5,6
1021,2019-03-24,1300 Fillmore St San Francisco California,1.0227308671603779,1,5,San Francisco,California,-122.4321368,37.781588,0.6931471805599453,1.791759469228055,2,10
1022,2019-03-25,2400 block of W San Miguel St North Las Vegas Nevada,0.5375278407684164,0,5,North Las Vegas,Nevada,-115.1758532,36.235890500000004,0.0,1.791759469228055,7,4
1023,2019-03-28,6200 block of Boston St Baltimore Maryland,0.4828313737302301,0,4,Baltimore,Maryland,-76.54157579999998,39.278030799999996,0.0,1.6094379124341005,7,0
1024,2019-03-31,1900 block of Jacksonville Rd North Charleston South Carolina,0.6238324625039507,0,7,North Charleston,South Carolina,-79.9610807,32.8472343,0.0,2.079441541679836,4,6
1024,2019-03-31,3041 Landrum Dr SW Atlanta Georgia,0.9680344001221916,1,4,Atlanta,Georgia,-84.487122,33.7079189,0.6931471805599453,1.6094379124341005,2,10
1024,2019-03-31,500 block of N Hamlin Ave Chicago Illinois,0.9680344001221916,1,4,Chicago,Illinois,-87.72139200000002,41.890091,0.6931471805599453,1.6094379124341005,2,10
1025,2019-04-02,300 block of 13th St Covington Kentucky,0.5375278407684164,0,5,Covington,Kentucky,-84.503489,39.0772536,0.0,1.791759469228055,7,3
1025,2019-04-02,13195 MS 18 Hermanville Mississippi,0.4828313737302301,0,4,Hermanville,Mississippi,-90.83892,31.961840999999996,0.0,1.6094379124341005,8,0
1026,2019-04-04,300 block of Eagle Ct Stockbridge Georgia,1.2999897393843562,3,2,Stockbridge,Georgia,-84.2404542,33.5269155,1.3862943611198906,1.0986122886681098,0,11
1026,2019-04-04,100 block of Allen Ave Panama City Florida,0.9010913347279288,1,3,Panama City,Florida,-85.65434470000002,30.146067,0.6931471805599453,1.3862943611198906,4,7
1027,2019-04-06,6300 block of S Seeley Ave Chicago Illinois,0.583773044716594,0,6,Chicago,Illinois,-87.6751244,41.77930720000001,0.0,1.9459101490553128,7,4
1027,2019-04-06,500 block of Kissimmee St Tallahassee Florida,0.4828313737302301,0,4,Tallahassee,Florida,-84.2896729,30.422598200000003,0.0,1.6094379124341005,9,0
1028,2019-04-07,433 Flournoy Lucas Rd Shreveport Louisiana,0.4828313737302301,0,4,Shreveport,Louisiana,-93.7670301,32.389084999999994,0.0,1.6094379124341005,8,0
1028,2019-04-07,940 N Pine St Wilmington Delaware,0.583773044716594,0,6,Wilmington,Delaware,-75.54153199999998,39.7428375,0.0,1.9459101490553128,5,3
1028,2019-04-07,515 N Cherry St Winston Salem (Winston-salem) North Carolina,0.6238324625039507,0,7,Winston Salem (Winston-salem),North Carolina,-80.24706440000001,36.1002292,0.0,2.079441541679836,4,3
1028,2019-04-07,3600 block of Roosevelt Ave Indianapolis Indiana,1.0986122886681096,2,2,Indianapolis,Indiana,-86.10524050000002,39.8001297,1.0986122886681098,1.0986122886681098,1,8
1029,2019-04-09,5339 Michigan Ave Kansas City Missouri,0.9010913347279288,1,3,Kansas City,Missouri,-94.5628657,39.029042,0.6931471805599453,1.3862943611198906,4,4
1030,2019-04-11,E 103rd St and S Main St Los Angeles California,0.9680344001221916,1,4,Los Angeles,California,-118.27389509999999,33.9428494,0.6931471805599453,1.6094379124341005,2,7
1030,2019-04-11,7112 W Minnezona Ave Phoenix Arizona,1.2999897393843562,3,2,Phoenix,Arizona,-112.21215159999998,33.504031,1.3862943611198906,1.0986122886681098,0,8
1030,2019-04-11,2200 block of Ruskin Ave Baltimore Maryland,0.9010913347279288,1,3,Baltimore,Maryland,-76.6479425,39.31516390000001,0.6931471805599453,1.3862943611198906,4,5
1031,2019-04-12,119 N Washington St Carbondale Illinois,0.4828313737302301,0,4,Carbondale,Illinois,-89.2151068,37.728101,0.0,1.6094379124341005,11,0
1032,2019-04-13,23500 block of Alessandro Blvd Moreno Valley California,0.4828313737302301,0,4,Moreno Valley,California,-117.25241559999999,33.917340100000004,0.0,1.6094379124341005,10,0
1033,2019-04-14,100 block of Princeton Ave Vallejo California,0.9010913347279288,1,3,Vallejo,California,-122.251364,38.150591799999994,0.6931471805599453,1.3862943611198906,3,6
1033,2019-04-14,NW 19th Ave and 60th St Miami Florida,1.0986122886681096,2,2,Miami,Florida,-80.2288686,25.8297859,1.0986122886681098,1.0986122886681098,1,9
1033,2019-04-14,2539 E Main St Stockton California,0.4828313737302301,0,4,Stockton,California,-121.25094490000001,37.9549561,0.0,1.6094379124341005,8,0
1034,2019-04-16,18700 block of Curry Powder Ln Germantown Maryland,0.9010913347279288,1,3,Germantown,Maryland,-77.264707,39.162339,0.6931471805599453,1.3862943611198906,4,8
1035,2019-04-18,4000 block of Bells Ln Louisville Kentucky,0.4828313737302301,0,4,Louisville,Kentucky,-85.8223184,38.222721899999996,0.0,1.6094379124341005,7,0
1036,2019-04-19,1628 S George Washington Blvd Wichita Kansas,0.4828313737302301,0,4,Wichita,Kansas,-97.2999061,37.6638747,0.0,1.6094379124341005,6,0
1037,2019-04-20,2900 block of Sunrise Ave Corpus Christi Texas,0.4828313737302301,0,4,Corpus Christi,Texas,-97.4222653,27.782797100000003,0.0,1.6094379124341005,3,0
1037,2019-04-20,761 Chestnut Ave Memphis Tennessee,0.5375278407684164,0,5,Memphis,Tennessee,-90.0373019,35.102049900000004,0.0,1.791759469228055,3,3
1038,2019-04-21,1500 block of South 31st St Philadelphia Pennsylvania,0.4828313737302301,0,4,Philadelphia,Pennsylvania,-75.19571560000001,39.9352439,0.0,1.6094379124341005,4,0
1039,2019-04-27,700 N San Fernando Rd Los Angeles California,0.583773044716594,0,6,Los Angeles,California,-118.22639270000002,34.089504600000005,0.0,1.9459101490553128,3,5
1039,2019-04-27,16934 Chabad Way Poway California,0.9010913347279288,1,3,Poway,California,-117.0531582,33.0191414,0.6931471805599453,1.3862943611198906,1,7
1039,2019-04-27,700 block of Monterey St Jackson Mississippi,0.9010913347279288,1,3,Jackson,Mississippi,-90.2271656,32.276382399999996,0.6931471805599453,1.3862943611198906,1,7
1040,2019-04-28,4637 Wyndtree Dr West Chester Ohio,1.1266065387038702,4,0,West Chester,Ohio,-84.46745820000002,39.3507965,1.6094379124341005,0.0,0,10
1040,2019-04-28,2544 Edmondson Ave Baltimore Maryland,1.1090354888959124,1,7,Baltimore,Maryland,-76.6577434,39.2949057,0.6931471805599453,2.079441541679836,0,10
1040,2019-04-28,514 19th St Ensley Birmingham Alabama,0.4828313737302301,0,4,Birmingham,Alabama,-86.896118,33.512937,0.0,1.6094379124341005,5,0
1040,2019-04-28,1407 Dr DB Todd Jr Blvd Nashville Tennessee,0.6238324625039507,0,7,Nashville,Tennessee,-86.8079063,36.1719359,0.0,2.079441541679836,3,5
1041,2019-04-30,9214 South Library Ln Charlotte North Carolina,1.2518599757979068,2,4,Charlotte,North Carolina,-80.730937,35.305966,1.0986122886681098,1.6094379124341005,0,12
1042,2019-05-01,32 Windermere Rd Boston Massachusetts,0.9010913347279288,1,3,Boston,Massachusetts,-71.06263630000002,42.31385050000001,0.6931471805599453,1.3862943611198906,3,8
1043,2019-05-03,2500 block of E Biddle St Baltimore Maryland,0.4828313737302301,0,4,Baltimore,Maryland,-76.58251709999998,39.30493370000001,0.0,1.6094379124341005,9,0
1043,2019-05-03,1900 block of Ramsay St Baltimore Maryland,0.5375278407684164,0,5,Baltimore,Maryland,-76.64717999999998,39.2833043,0.0,1.791759469228055,8,4
1043,2019-05-03,5400 Cedar Springs Rd Dallas Texas,0.9010913347279288,1,3,Dallas,Texas,-96.828402,32.823074,0.6931471805599453,1.3862943611198906,3,7
1044,2019-05-04,W 27th St and Tatnall St Wilmington Delaware,0.4828313737302301,0,4,Wilmington,Delaware,-75.5356448,39.75579099999999,0.0,1.6094379124341005,10,0
1044,2019-05-04,5105 Holiday Dr Stockton California,0.9680344001221916,1,4,Stockton,California,-121.29724240000002,38.0012191,0.6931471805599453,1.6094379124341005,3,6
1044,2019-05-04,101 W Maryland St Indianapolis Indiana,0.4828313737302301,0,4,Indianapolis,Indiana,-86.16046960000001,39.7651971,0.0,1.6094379124341005,10,0
1044,2019-05-04,Union Blvd and Northland Ave Saint Louis Missouri,0.9680344001221916,1,4,Saint Louis,Missouri,-90.2637928,38.671350200000006,0.6931471805599453,1.6094379124341005,3,6
1045,2019-05-05,1001 Cabrillo Hwy Oceano California,0.583773044716594,0,6,Oceano,California,-120.62557379999998,35.1124953,0.0,1.9459101490553128,10,5
1045,2019-05-05,2033 45th Street North Bergen New Jersey,0.9680344001221916,1,4,North Bergen,New Jersey,-74.03520809999998,40.7846566,0.6931471805599453,1.6094379124341005,3,6
1046,2019-05-07,8773 S Ridgeline Blvd Littleton (Highlands Ranch) Colorado,1.1443703995928276,1,8,Littleton (Highlands Ranch),Colorado,-104.99790700000001,39.55595950000001,0.6931471805599453,2.19722457733622,1,7
1047,2019-05-08,Roache St and Rader St Indianapolis Indiana,0.4828313737302301,0,4,Indianapolis,Indiana,-86.1780773,39.8046292,0.0,1.6094379124341005,9,0
1048,2019-05-10,4000 block of Ashland Ave Saint Louis Missouri,0.583773044716594,0,6,Saint Louis,Missouri,-90.2265531,38.662662,0.0,1.9459101490553128,6,5
1048,2019-05-10,1900 block of N Croskey St Philadelphia Pennsylvania,0.5375278407684164,0,5,Philadelphia,Pennsylvania,-75.1712474,39.9836125,0.0,1.791759469228055,7,5
1049,2019-05-11,Toll Rd and Bayberry Rd Effort Pennsylvania,0.4828313737302301,0,4,Effort,Pennsylvania,-75.47401669999998,40.9813323,0.0,1.6094379124341005,9,0
1050,2019-05-13,4047 Shreve Ave Saint Louis Missouri,1.3345506928718538,4,1,Saint Louis,Missouri,-90.2434059,38.6773917,1.6094379124341005,0.6931471805599453,0,12
1050,2019-05-13,2100 block of 4th St New Orleans Louisiana,0.4828313737302301,0,4,New Orleans,Louisiana,-90.0882232,29.9355721,0.0,1.6094379124341005,7,0
1051,2019-05-14,1248 W 47th St Los Angeles California,0.4828313737302301,0,4,Los Angeles,California,-118.29736489999999,34.0003559,0.0,1.6094379124341005,6,0
1052,2019-05-15,100 block of St. Rose Ave Saint Rose Louisiana,0.4828313737302301,0,4,Saint Rose,Louisiana,-90.3167828,29.945851899999997,0.0,1.6094379124341005,4,0
